source,record_key,doi,first_author,year,title,abstract,url,query
openalex,lajeunesse2018,10.1016/j.cub.2018.07.008,LaJeunesse,2018,Systematic Revision of Symbiodiniaceae Highlights the Antiquity and Diversity of Coral Endosymbionts,"The advent of molecular data has transformed the science of organizing and studying life on Earth. Genetics-based evidence provides fundamental insights into the diversity, ecology, and origins of many biological systems, including the mutualisms between metazoan hosts and their micro-algal partners. A well-known example is the dinoflagellate endosymbionts (""zooxanthellae"") that power the growth of stony corals and coral reef ecosystems. Once assumed to encompass a single panmictic species, genetic evidence has revealed a divergent and rich diversity within the zooxanthella genus Symbiodinium. Despite decades of reporting on the significance of this diversity, the formal systematics of these eukaryotic microbes have not kept pace, and a major revision is long overdue. With the consideration of molecular, morphological, physiological, and ecological data, we propose that evolutionarily divergent Symbiodinium ""clades"" are equivalent to genera in the family Symbiodiniaceae, and we provide formal descriptions for seven of them. Additionally, we recalibrate the molecular clock for the group and amend the date for the earliest diversification of this family to the middle of the Mesozoic ",https://doi.org/10.1016/j.cub.2018.07.008,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,spalding2001,NR,Spalding,2001,World atlas of coral reefs,"Coral reefs are one of the most biologically diverse habitats in the world, host to an extraordinary variety of marine plants and animals. They are also one of the world's most fragile and endangered ecosystems. The growth of mass tourism, combined with the boom in popularity of scuba diving, has brought these spectacular ecosystems to public attention across the planet. Coral reefs provide essential fish habitat, support endangered and threatened species, and harbor protected marine mammals and turtles. They are a significant source of food, provide income and employment through tourism and marine recreation, and offer countless other benefits to humans, including supplying compounds for pharmaceuticals. Yet coral reefs around the world are rapidly being degraded by a number of human activities, such as overfishing, coastal development, and the introduction of sewage, fertilizer, and sediment. World Atlas of Coral Reefs provides the first detailed and definitive account of the current state of our planet's coral reefs. With its wealth of authoritative and up-to-date information, the finest maps available, and detailed descriptive texts and images by leading experts, this full-colo",http://bvbr.bib-bvb.de:8991/F?func=service&amp;doc_library=BVB01&amp;local_base=BVB01&amp;doc_number=010040385&amp;sequence=000002&amp;line_number=0001&amp;func_code=DB_RECORDS&amp;service_type=MEDIA,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,bauer2013,10.1038/nature12857,Bauer,2013,The changing carbon cycle of the coastal ocean,,https://doi.org/10.1038/nature12857,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,bishop2017,10.1016/j.jembe.2017.01.021,Bishop,2017,Effects of ocean sprawl on ecological connectivity: impacts and solutions,"The growing number of artificial structures in estuarine, coastal and marine environments is causing “ocean sprawl”. Artificial structures do not only modify marine and coastal ecosystems at the sites of their placement, but may also produce larger-scale impacts through their alteration of ecological connectivity - the movement of organisms, materials and energy between habitat units within seascapes. Despite the growing awareness of the capacity of ocean sprawl to influence ecological connectivity, we lack a comprehensive understanding of how artificial structures modify ecological connectivity in near- and off-shore environments, and when and where their effects on connectivity are greatest. We review the mechanisms by which ocean sprawl may modify ecological connectivity, including trophic connectivity associated with the flow of nutrients and resources. We also review demonstrated, inferred and likely ecological impacts of such changes to connectivity, at scales from genes to ecosystems, and potential strategies of management for mitigating these effects. Ocean sprawl may alter connectivity by: (1) creating barriers to the movement of some organisms and resources - by adding ph",https://doi.org/10.1016/j.jembe.2017.01.021,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,sunda1997,10.1038/37093,Sunda,1997,"Interrelated influence of iron, light and cell size on marine phytoplankton growth",,https://doi.org/10.1038/37093,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,landrigan2020,10.5334/aogh.2831,Landrigan,2020,Human Health and Ocean Pollution,"Background: Pollution - unwanted waste released to air, water, and land by human activity - is the largest environmental cause of disease in the world today. It is responsible for an estimated nine million premature deaths per year, enormous economic losses, erosion of human capital, and degradation of ecosystems. Ocean pollution is an important, but insufficiently recognized and inadequately controlled component of global pollution. It poses serious threats to human health and well-being. The nature and magnitude of these impacts are only beginning to be understood. Goals: (1) Broadly examine the known and potential impacts of ocean pollution on human health. (2) Inform policy makers, government leaders, international organizations, civil society, and the global public of these threats. (3) Propose priorities for interventions to control and prevent pollution of the seas and safeguard human health. Methods: Topic-focused reviews that examine the effects of ocean pollution on human health, identify gaps in knowledge, project future trends, and offer evidence-based guidance for effective intervention. Environmental Findings: Pollution of the oceans is widespread, worsening, and in m",https://doi.org/10.5334/aogh.2831,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,putnam2015,10.1242/jeb.123018,Putnam,2015,Preconditioning in the reef-building coral<i>Pocillopora damicornis</i>and the potential for trans-generational acclimatization in coral larvae under future climate change conditions,"Coral reefs are globally threatened by climate change-related ocean warming and ocean acidification (OA). To date, slow-response mechanisms such as genetic adaptation have been considered the major determinant of coral reef persistence, with little consideration of rapid-response acclimatization mechanisms. These rapid mechanisms such as parental effects that can contribute to trans-generational acclimatization (e.g. epigenetics) have, however, been identified as important contributors to offspring response in other systems. We present the first evidence of parental effects in a cross-generational exposure to temperature and OA in reef-building corals. Here, we exposed adults to high (28.9°C, 805 µatm P(CO2)) or ambient (26.5°C, 417 µatm P(CO2)) temperature and OA treatments during the larval brooding period. Exposure to high treatment negatively affected adult performance, but their larvae exhibited size differences and metabolic acclimation when subsequently re-exposed, unlike larvae from parents exposed to ambient conditions. Understanding the innate capacity corals possess to respond to current and future climatic conditions is essential to reef protection and maintenance. Our ",https://doi.org/10.1242/jeb.123018,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,haney1971,10.1175/1520-0485(1971)001<0241:stbcfo>2.0.co;2,Haney,1971,Surface Thermal Boundary Condition for Ocean Circulation Models,"By employing a heat budget analysis appropriate to zonally and time averaged conditions within the atmosphere, it is shown that the net downward heat flux Q at the ocean's surface can be expressed as Q = Q2 (TA*–Ts), where TA* is an apparent atmospheric equilibrium temperature, Ts the sea surface temperature, and Q2 a coefficient determined from the zonally and time averaged data. The latter coefficient, which is of the order of 70 ly day−1 (°C)−1, varies with latitude by as much as 20%. It is suggested that the use of the above relation as a flux-type thermal boundary condition would allow for large-scale thermal coupling of ocean and atmosphere. The more common use of specified Ts as a boundary condition clearly does not allow for such coupling.",https://doi.org/10.1175/1520-0485(1971)001<0241:stbcfo>2.0.co;2,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,waldbusser2015,10.1371/journal.pone.0128376,Waldbusser,2015,Ocean Acidification Has Multiple Modes of Action on Bivalve Larvae,"Ocean acidification (OA) is altering the chemistry of the world's oceans at rates unparalleled in the past roughly 1 million years. Understanding the impacts of this rapid change in baseline carbonate chemistry on marine organisms needs a precise, mechanistic understanding of physiological responses to carbonate chemistry. Recent experimental work has shown shell development and growth in some bivalve larvae, have direct sensitivities to calcium carbonate saturation state that is not modulated through organismal acid-base chemistry. To understand different modes of action of OA on bivalve larvae, we experimentally tested how pH, PCO2, and saturation state independently affect shell growth and development, respiration rate, and initiation of feeding in Mytilus californianus embryos and larvae. We found, as documented in other bivalve larvae, that shell development and growth were affected by aragonite saturation state, and not by pH or PCO2. Respiration rate was elevated under very low pH (~7.4) with no change between pH of ~ 8.3 to ~7.8. Initiation of feeding appeared to be most sensitive to PCO2, and possibly minor response to pH under elevated PCO2. Although different components ",https://doi.org/10.1371/journal.pone.0128376,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,gates1999,10.1093/icb/39.1.30,Gates,1999,The Physiological Mechanisms of Acclimatization in Tropical Reef Corals,"SYNOPSIS. The ability of scleractinian corals to survive changes that are predicted in the global environment over the next century will lie in their physiological mechanisms of acclimatization. Corals display rapid modifications in behavior, morphology and physiology enabling them to photoacclimate to changing light conditions, a scenario that demonstrates considerable biological flexibility. Here we argue that the acclimatization mechanisms in corals are fundamentally similar to those exhibited by other invertebrate taxa. We discuss protein metabolism as a mechanism underlying acclimatization responses in reef corals, and explore the relationship between protein turnover, metabolic rate, growth rate, and acclimatization capacity. Our preliminary analyses suggest that corals with low growth rates (μCa/mgN/h) and high metabolic rates (μO2/cm2/hr), such as the massive species, acclimatize more effectively than those with high growth rates and low metabolic rates, a feature that is characteristic of branching species. We conclude that studies of protein turnover, combined with temporally relevant investigations into the dynamic aspects of coral dinoflagellate symbioses will provide c",https://doi.org/10.1093/icb/39.1.30,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,lannig2010,10.3390/md8082318,Lannig,2010,"Impact of Ocean Acidification on Energy Metabolism of Oyster, Crassostrea gigas—Changes in Metabolic Pathways and Thermal Response","Climate change with increasing temperature and ocean acidification (OA) poses risks for marine ecosystems. According to Pörtner and Farrell, synergistic effects of elevated temperature and CO₂-induced OA on energy metabolism will narrow the thermal tolerance window of marine ectothermal animals. To test this hypothesis, we investigated the effect of an acute temperature rise on energy metabolism of the oyster, Crassostrea gigas chronically exposed to elevated CO₂ levels (partial pressure of CO₂ in the seawater ~0.15 kPa, seawater pH ~ 7.7). Within one month of incubation at elevated PCo₂ and 15 °C hemolymph pH fell (pH(e) = 7.1 ± 0.2 (CO₂-group) vs. 7.6 ± 0.1 (control)) and P(e)CO₂ values in hemolymph increased (0.5 ± 0.2 kPa (CO₂-group) vs. 0.2 ± 0.04 kPa (control)). Slightly but significantly elevated bicarbonate concentrations in the hemolymph of CO₂-incubated oysters ([HCO₃⁻](e) = 1.8 ± 0.3 mM (CO₂-group) vs. 1.3 ± 0.1 mM (control)) indicate only minimal regulation of extracellular acid-base status. At the acclimation temperature of 15 °C the OA-induced decrease in pH(e) did not lead to metabolic depression in oysters as standard metabolism rates (SMR) of CO₂-exposed oysters we",https://doi.org/10.3390/md8082318,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,blunt2015,10.1039/c4np00144c,Blunt,2015,Marine natural products,"This review covers the literature published in 2013 for marine natural products (MNPs), with 982 citations (644 for the period January to December 2013) referring to compounds isolated from marine microorganisms and phytoplankton, green, brown and red algae, sponges, cnidarians, bryozoans, molluscs, tunicates, echinoderms, mangroves and other intertidal plants and microorganisms. The emphasis is on new compounds (1163 for 2013), together with the relevant biological activities, source organisms and country of origin. Reviews, biosynthetic studies, first syntheses, and syntheses that lead to the revision of structures or stereochemistries, have been included.",https://doi.org/10.1039/c4np00144c,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,norcross1984,10.1577/1548-8659(1984)113<153:oaetof>2.0.co;2,Norcross,1984,Oceanic and Estuarine Transport of Fish Eggs and Larvae: A Review,"Oceanic or coastal spawning grounds of fish are often distant from nursery areas. Fish larvae require appropriate currents and sufficient and suitable food during transit to reach the nursery area at the proper time, size, and condition. Meteorologic and oceanographic factors influence food availability and transport direction and time. Annual variation in these controlling factors could affect recruitment success. Certain generalizations can be made that apply to marine and estuarine systems. Reproduction occurs in a selected portion of the speciesˈ total range. Spawning often takes place close to gyral, upwelling, or other directional circulations that frequently are associated with major current systems. The coupling of spawning to natural oceanographic transport systems for eggs and larvae is advantageous to a species as long as those systems operate normally. The details of such coupling, and the consequences for eggs and larvae of deviations from usual transport mechanisms, remain poorly understood. Investigation of year-class success requires a clearer understanding of the natural variability and periodicity inherent in these physical processes. Further research is needed to",https://doi.org/10.1577/1548-8659(1984)113<153:oaetof>2.0.co;2,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,duarte2013,10.1007/s12237-013-9594-3,Duarte,2013,Is Ocean Acidification an Open-Ocean Syndrome? Understanding Anthropogenic Impacts on Seawater pH,"Ocean acidification due to anthropogenic CO 2 emissions is a dominant driver of long-term changes in pH in the open ocean, raising concern for the future of calcifying organisms, many of which are present in coastal habitats. However, changes in pH in coastal ecosystems result from a multitude of drivers, including impacts from watershed processes, nutrient inputs, and changes in ecosystem structure and metabolism. Interaction between ocean acidification due to anthropogenic CO 2 emissions and the dynamic regional to local drivers of coastal ecosystems have resulted in complex regulation of pH in coastal waters. Changes in the watershed can, for example, lead to changes in alkalinity and CO 2 fluxes that, together with metabolic processes and oceanic dynamics, yield high-magnitude decadal changes of up to 0.5 units in coastal pH. Metabolism results in strong diel to seasonal fluctuations in pH, with characteristic ranges of 0.3 pH units, with metabolically intense habitats exceeding this range on a daily basis. The intense variability and multiple, complex controls on pH implies that the concept of ocean acidification due to anthropogenic CO 2 emissions cannot be transposed to coas",https://doi.org/10.1007/s12237-013-9594-3,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,irvine1986,10.1042/bj2400917,Irvine,1986,"Micro-injection of inositol 1,3,4,5-tetrakisphosphate activates sea urchin eggs by a mechanism dependent on external Ca2+","Micro-injection of submicromolar concentrations of inositol 1,3,4,5-tetrakisphosphate caused a raising of the fertilization envelope in eggs of the sea urchin Lytechinus variegatus. This effect was dependent both on the presence of extracellular Ca2+ and on co-injection with a Ca2+-mobilizing compound, inositol 2,4,5-trisphosphate. Inositol 1,3,4,5-tetrakisphosphate was the most potent compound tested in this assay; removal of the 3- or 5-phosphates or randomization of the phosphates in the inositol ring decreased its potency. These results show that inositol 1,3,4,5-tetrakisphosphate is an intracellular second messenger, and suggest that its function is to control cellular Ca2+ homoeostasis at the plasma membrane.",https://doi.org/10.1042/bj2400917,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,simakov2012,10.1038/nature11696,Simakov,2012,Insights into bilaterian evolution from three spiralian genomes,"Comparative analysis of the genomes of one mollusc (Lottia gigantea) and two annelids (Capitella teleta and Helobdella robusta) enable a more complete reconstruction of genomic features of the last common ancestors of protostomes, bilaterians and metazoans; against this conserved background they provide the first glimpse into lineage-specific evolution and diversity of the lophotrochozoans. This paper presents the draft genome sequences of two annelids — a freshwater leech (Helobdella robusta) and a bristly, segmented marine worm (Capitella teleta) — and a mollusc, the owl limpet (Lottia gigantea). These two phyla account for nearly one-third of known marine species and are of importance both ecologically and as experimental systems, yet they have not been served well by genomics efforts. Comparison of these genomes with those already available reveal some of the genetic changes linked to the origin and diversification of bilateral animals that are thought to have evolved during the 'Cambrian explosion' of multicellular life around 500 million years ago. Current genomic perspectives on animal diversity neglect two prominent phyla, the molluscs and annelids, that together account fo",https://doi.org/10.1038/nature11696,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,zenetos2010,10.12681/mms.87,Zenetos,2010,Alien species in the Mediterranean Sea by 2010. A contribution to the application of European Union’s Marine Strategy Framework Directive (MSFD). Part I. Spatial distribution,"The state-of-art on alien species in the Mediterranean Sea is presented, making distinctions among the four subregions defined in the EU Marine Strategy Framework Directive: (i) the Western Mediterranean Sea (WMED); (ii) the Central Mediterranean Sea (CMED); (iii) the Adriatic Sea (ADRIA); and (iv) the Eastern Mediterranean Sea (EMED). The updated checklist (December 2010) of marine alien species within each subregion, along with their acclimatization status and origin, is provided. A total of 955 alien species is known in the Mediterranean, the vast majority of them having being introduced in the EMED (718), less in the WMED (328) and CMED (267) and least in the Adriatic (171). Of these, 535 species (56%) are established in at least one area.Despite the collective effort of experts who attempted in this work, the number of introduced species remains probably underestimated. Excluding microalgae, for which knowledge is still insufficient, aliens have increased the total species richness of the Mediterranean Sea by 5.9%. This figure should not be directly read as an indication of higher biodiversity, as spreading of so many aliens within the basin is possibly causing biotic homogeni",https://doi.org/10.12681/mms.87,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,olivier2018,10.1111/raq.12301,Olivier,2018,A global review of the ecosystem services provided by bivalve aquaculture,"Abstract Bivalve shellfish aquaculture provides many benefits to society, beyond their traditional market value. This study collates the evidence available on the provisioning, regulating and cultural ecosystem services provided by the bivalve species commonly used in aquaculture. For the first time, it synthesises this evidence to provide a global assessment of the potential market and non‐market economic value of bivalve aquaculture. Bivalves are filter feeders, filtering water and particulates, creating substrates which provide habitat to act as nursery grounds for other species. Goods from provisioning services include meat, worth an estimated $23.9 billion as well as, pearls, shell and poultry grit, with oyster shell being the most important, with a global potential worth of $5.2 billion. The most important regulating services are nutrient remediation. Cultivated bivalves remove 49,000 tonnes of nitrogen and 6,000 tonnes of phosphorus, worth a potential $1.20 billion. Currently, there is little evidence on the cultural services per year of bivalve aquaculture, but we argue that these cultural values are broad ranging, although difficult to quantify. Our assessment indicates th",https://doi.org/10.1111/raq.12301,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,rogers1990,10.3354/meps062185,Rogers,1990,Responses of coral reefs and reef organisms to sedimentation,"Unprecedented development along tropical shorelines is causing severe degradation of coral reefs primarily from increases in sedimentation. Sediment particles smother reef organisms and reduce light available for photosynthesis. Excessive sedmentation can adversely affect the structure and function of the coral reef ecosystem by altering both physical and biological processes. Mean sediment rates and suspended sediment concentrations for reefs not subject to stresses from human activities are < 1 to ca 10 mg cm-* d-' and < 10 mg I-', respectively. Chronic rates and concentrations above these values are 'hlgh'. Heavy sedmentation is associated with fewer coral species, less live coral, lower coral growth rates, greater abundance of branching forms, reduced coral recruitment, decreased calcification, decreased net productivity of corals, and slower rates of reef accretion. Coral species have different capabilities of clearing themselves of sediment particles or surviving lower light levels. Sedlment rejection is a function of morphology, orientation, growth habit, and behavior; and of the amount and type of s e l m e n t . Coral growth rates are not simple indicators of sediment leve",https://doi.org/10.3354/meps062185,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,wassmann2010,10.1111/j.1365-2486.2010.02311.x,Wassmann,2010,Footprints of climate change in the Arctic marine ecosystem,"Abstract In this article, we review evidence of how climate change has already resulted in clearly discernable changes in marine Arctic ecosystems. After defining the term ‘footprint’ and evaluating the availability of reliable baseline information we review the published literature to synthesize the footprints of climate change impacts in marine Arctic ecosystems reported as of mid‐2009. We found a total of 51 reports of documented changes in Arctic marine biota in response to climate change. Among the responses evaluated were range shifts and changes in abundance, growth/condition, behaviour/phenology and community/regime shifts. Most reports concerned marine mammals, particularly polar bears, and fish. The number of well‐documented changes in planktonic and benthic systems was surprisingly low. Evident losses of endemic species in the Arctic Ocean, and in ice algae production and associated community remained difficult to evaluate due to the lack of quantitative reports of its abundance and distribution. Very few footprints of climate change were reported in the literature from regions such as the wide Siberian shelf and the central Arctic Ocean due to the limited research effor",https://doi.org/10.1111/j.1365-2486.2010.02311.x,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,smith2022,10.1146/annurev-marine-032122-121437,Smith,2022,Biological Impacts of Marine Heatwaves,"Climatic extremes are becoming increasingly common against a background trend of global warming. In the oceans, marine heatwaves (MHWs)-discrete periods of anomalously warm water-have intensified and become more frequent over the past century, impacting the integrity of marine ecosystems globally. We review and synthesize current understanding of MHW impacts at the individual, population, and community levels. We then examine how these impacts affect broader ecosystem services and discuss the current state of research on biological impacts of MHWs. Finally, we explore current and emergent approaches to predicting the occurrence andimpacts of future events, along with adaptation and management approaches. With further increases in intensity and frequency projected for coming decades, MHWs are emerging as pervasive stressors to marine ecosystems globally. A deeper mechanistic understanding of their biological impacts is needed to better predict and adapt to increased MHW activity in the Anthropocene.",https://doi.org/10.1146/annurev-marine-032122-121437,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,pacanowski1981,10.1175/1520-0485(1981)011<1443:povmin>2.0.co;2,Pacanowski,1981,Parameterization of Vertical Mixing in Numerical Models of Tropical Oceans,"Measurements indicate that mixing processes are intense in the surface layers of the ocean but weak below the thermocline, except for the region below the core of the Equatorial Undercurrent where vertical temperature gradients are small and the shear is large. Parameterization of these mixing processes by means of coefficients of eddy mixing that are Richardson-number dependent, leads to realistic simulations of the response of the equatorial oceans to different windstress patterns. In the case of eastward winds results agree well with measurements in the Indian Ocean. In the case of westward winds it is of paramount importance that the nonzero heat flux into the ocean be taken into account. This beat flux stabilizes the upper layers and reduces the intensity of the mixing, especially in the cast. With an appropriate surface boundary condition, the results are relatively insensitive to values assigned to constants in the parameterization formula.",https://doi.org/10.1175/1520-0485(1981)011<1443:povmin>2.0.co;2,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,levy2013,10.5194/amt-6-2989-2013,Levy,2013,The Collection 6 MODIS aerosol products over land and ocean,"Abstract. The twin Moderate resolution Imaging Spectroradiometer (MODIS) sensors have been flying on Terra since 2000 and Aqua since 2002, creating an extensive data set of global Earth observations. Here, we introduce the Collection 6 (C6) algorithm to retrieve aerosol optical depth (AOD) and aerosol size parameters from MODIS-observed spectral reflectance. While not a major overhaul from the previous Collection 5 (C5) version, there are enough changes that there are significant impacts to the products and their interpretation. The C6 aerosol data set will be created from three separate retrieval algorithms that operate over different surface types. These are the two ""Dark Target"" (DT) algorithms for retrieving (1) over ocean (dark in visible and longer wavelengths) and (2) over vegetated/dark-soiled land (dark in the visible), plus the ""Deep Blue"" (DB) algorithm developed originally for retrieving (3) over desert/arid land (bright in the visible). Here, we focus on DT-ocean and DT-land (#1 and #2). We have updated assumptions for central wavelengths, Rayleigh optical depths and gas (H2O, O3, CO2, etc.) absorption corrections, while relaxing the solar zenith angle limit (up to ≤ 8",https://doi.org/10.5194/amt-6-2989-2013,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
