source,record_key,doi,first_author,year,title,abstract,url,query
openalex,phillips1981,10.3354/meps006285,Phillips,1981,"A Comparative Evaluation of Oysters, Mussels and Sediments as Indicators of Trace Metals in Hong Kong Waters","Oysters (Saccostrea glornerata = Crassostrea glornerata Gould) taken from 20 locations revealed considerable contamination of the heavily urbanised Victoria Harbour area by copper and zinc. Data for copper and zinc in sediments, based on samples from 210 sites, confirmed this finding. In addition, mussels (Septifer bilocularis [L.]) were collected twice from 23 locations. Copper concentrations in the mussels were in qualitative agreement with the profiles derived from oyster and sediment investigations. However, the relative enrichment of samples from Victoria Harbour and those from elsewhere was less in mussels than in oysters and sediments, suggesting partial regulation of copper by mussels. Zinc was regulated by the nlussels to a much greater extent, differences in zinc concentration between groups of samples or individual samples belng minimal. No parallelisnl existed between oyster, sediment and mussel results with respect to iron levels in the coastal environment of Hong Kong; presumably, the kinetics of iron differ considerably in the 2 bivalve species. We propose that S. bilocularis is unsuitable as a n indicator organism of trace metals due to partial or complete metabolic",https://doi.org/10.3354/meps006285,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,sewell2005,10.3354/meps304133,Sewell,2005,Utilization of lipids during early development of the sea urchin Evechinus chloroticus,"Detailed studies of lipid utilization during bivalve development have shown that lipids are important at 2 critical periods: embryogenesis and metamorphosis. Using the Iatroscan TLC/FID system I examined lipid class utilization during development of Evechinus chloroticus to determine whether lipids were also important for an echinoderm at these times. Eggs of E. chloroticus contained 34.41 ng of lipid, primarily polar lipids (52.0%) and triglyceride (29.4%). To determine whether there was a different pattern of lipid utilization between larvae reared in the presence or absence of particulate food, larvae were either fed 6000 cells ml -1 Dunaliella every 2 d or starved. While there was no change in the amount of total, structural or energy storage lipids over time, there was a significant difference in the amount of structural lipids between Fed and Starved treatments. This was related to the continuing development of Fed larvae and cessation of development of Starved larvae at the 4-arm pluteus stage. In both treatments, triglycerides were rapidly utilized from the early 4-arm echinopluteus to the late 4-arm larva with fully developed arms and gut. Another neutral lipid, free fatty",https://doi.org/10.3354/meps304133,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,legendre1990,10.1093/plankt/12.4.681,Legendre,1990,The significance of microalgal blooms for fisheries and for the export of particulate organic carbon in oceans,"Microalgal blooms are rapid increases in biomass, caused by locally enhanced primary production and resulting in abnormally high cell concentrations. Hydrodynamical processes may control blooms through the agency of irradiance and/or nutrients. In the oceans, phytoplankton blooms primarily governed by irradiance include the spring outburst, as well as the ice-edge, under-ice, winter, upwelling and estuarine blooms. Those primarily governed by nutrients comprise the tidal, summer, episodic and exceptional blooms. In addition, there are blooms of ice microalgae. Blooms reflect low recycling, and a large degree of uncoupling between increased primary production and grazing by zooplankton. As a consequence, they often result in high sedimentation of intact cells and faecal pellets. Microalgal blooms provide unique information on the potential fate (and not on the rate) of primary production in marine ecosystems. They have major effects on benthic and pelagic food webs, and are an essential condition for the great fisheries of temperate seas (Cushing, 1989). On the other hand, blooming systems have a high potential for exporting particulate organic matter from the euphotic layer, and th",https://doi.org/10.1093/plankt/12.4.681,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,lumpkin2007,10.1175/jpo3130.1,Lumpkin,2007,Global Ocean Meridional Overturning,"Abstract A decade-mean global ocean circulation is estimated using inverse techniques, incorporating air–sea fluxes of heat and freshwater, recent hydrographic sections, and direct current measurements. This information is used to determine mass, heat, freshwater, and other chemical transports, and to constrain boundary currents and dense overflows. The 18 boxes defined by these sections are divided into 45 isopycnal (neutral density) layers. Diapycnal transfers within the boxes are allowed, representing advective fluxes and mixing processes. Air–sea fluxes at the surface produce transfers between outcropping layers. The model obtains a global overturning circulation consistent with the various observations, revealing two global-scale meridional circulation cells: an upper cell, with sinking in the Arctic and subarctic regions and upwelling in the Southern Ocean, and a lower cell, with sinking around the Antarctic continent and abyssal upwelling mainly below the crests of the major bathymetric ridges.",https://doi.org/10.1175/jpo3130.1,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,clark2009,10.3354/meps08402,Clark,2009,"Acoustic masking in marine ecosystems: intuitions, analysis, and implication","Acoustic masking from anthropogenic noise is increasingly being considered as a threat to marine mammals, particularly low-frequency specialists such as baleen whales. Low-frequency ocean noise has increased in recent decades, often in habitats with seasonally resident populations of marine mammals, raising concerns that noise chronically influences life histories of individuals and populations. In contrast to physical harm from intense anthropogenic sources, which can have acute impacts on individuals, masking from chronic noise sources has been difficult to quantify at individual or population levels, and resulting effects have been even more difficult to assess. This paper presents an analytical paradigm to quantify changes in an animal's acoustic communication space as a result of spatial, spectral, and temporal changes in background noise, providing a functional definition of communication masking for free-ranging animals and a metric to quantify the potential for communication masking. We use the sonar equation, a combination of modeling and analytical techniques, and measurements from empirical data to calculate time-varying spatial maps of potential communication space for ",https://doi.org/10.3354/meps08402,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,theuerkauf2021,10.1111/raq.12584,Theuerkauf,2021,"Habitat value of bivalve shellfish and seaweed aquaculture for fish and invertebrates: Pathways, synthesis and next steps","Abstract Aquaculture can have negative environmental impacts, adding to the suite of anthropogenic stressors that challenge coastal ecosystems. However, a growing body of scientific evidence indicates that the commercial cultivation of bivalve shellfish and seaweed can deliver valuable ecosystem goods and services, including provision of new habitats for fish and mobile invertebrate species. We completed a systematic literature review of studies focused on understanding habitat‐related interactions associated with bivalve and seaweed aquaculture, and a brief meta‐analysis of 65 studies to evaluate fish and mobile macroinvertebrate populations at farms and reference sites. Bivalve and seaweed aquaculture were associated with higher abundance ( n = 59, range: 0.05× to 473×, median lnRR = 0.67) and species richness ( n = 29, range: 0.68× to 4.3×, median lnRR = 0.13) of wild, mobile macrofauna. Suspended or elevated mussel and oyster culture yielded the largest increases in wild macrofaunal abundance and species richness. We describe the major mechanisms and pathways by which bivalve and seaweed aquaculture may positively influence the structure and function of faunal communities—inclu",https://doi.org/10.1111/raq.12584,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,stevens2018,10.3354/meps12725,Stevens,2018,"Interactive effects of acidification, hypoxia, and thermal stress on growth, respiration, and survival of four North Atlantic bivalves","We investigated the individual and interactive effects of coastal and climate change stressors (elevated temperatures, acidification, and hypoxia) on the growth, survival, and respiration rates of 4 commercially and ecologically important North Atlantic bivalves: bay scallops Argopecten irradians, Eastern oysters Crassostrea virginica, blue mussels Mytilus edulis, and hard clams Mercenaria mercenaria. Month-long experiments were performed on multiple cohorts of post-set juveniles using conditions commonly found during summer months within eutrophied, shallow, temperate, coastal environments (24-31C; 2-7 mg O 2 l -1 ; pH T , total scale, 7.2-8.0). Elevated temperatures most consistently altered the performance of the bivalves, with both positive and negative physiological consequences. Low levels of dissolved oxygen (DO) and pH individually reduced the survival, shell growth, and/or tissue weight of each bivalve, with A. irradians being the most vulnerable species. Low DO also significantly increased respiration rates of A. irradians and M. mercenaria, evidencing a compensatory physiological response to hypoxia. M. edulis and M. mercenaria both displayed size-dependent vulnerability",https://doi.org/10.3354/meps12725,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,sutherland2004,10.3354/meps266273,Sutherland,2004,Disease and immunity in Caribbean and Indo-Pacific zooxanthellate corals,"Since the mid-1990s, coral diseases have increased in number, species affected, and geographic extent. To date, 18 coral diseases, affecting at least 150 scleractinian, gorgonian, and hydrozoan zooxanthellate species, have been described from the Caribbean and the Indo-Pacific. These diseases are associated with pathogens including bacteria, cyanobacteria, fungi, and protists and with abiotic stressors including elevated seawater temperature, sedimentation, eutrophication, and pollution. Etiologies of only 5 of the 18 coral diseases have been determined through fulfillment of Koch's postulates. Corals and other invertebrates utilize innate immune mechanisms including physiochemical barriers and cellular and humoral defenses against pathogens. Here we review the described coral diseases, known etiologies, and efforts to determine unknown etiologies. We define disease terms, discuss the limitations of Koch's postulates, describe alternative techniques for identifying disease-causing organisms, and review coral immunology.",https://doi.org/10.3354/meps266273,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,oberbeckmann2019,10.1146/annurev-marine-010419-010633,Oberbeckmann,2019,"Marine Microbial Assemblages on Microplastics: Diversity, Adaptation, and Role in Degradation","We have known for more than 45 years that microplastics in the ocean are carriers of microbially dominated assemblages. However, only recently has the role of microbial interactions with microplastics in marine ecosystems been investigated in detail. Research in this field has focused on three main areas: ( a) the establishment of plastic-specific biofilms (the so-called plastisphere); ( b) enrichment of pathogenic bacteria, particularly members of the genus Vibrio, coupled to a vector function of microplastics; and ( c) the microbial degradation of microplastics in the marine environment. Nevertheless, the relationships between marine microorganisms and microplastics remain unclear. In this review, we deduce from the current literature, new comparative analyses, and considerations of microbial adaptation concerning plastic degradation that interactions between microorganisms and microplastic particles should have rather limited effects on the ocean ecosystems. The majority of microorganisms growing on microplastics seem to belong to opportunistic colonists that do not distinguish between natural and artificial surfaces. Thus, microplastics do not pose a higher risk than natural pa",https://doi.org/10.1146/annurev-marine-010419-010633,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,wilt2002,10.2108/zsj.19.253,Wilt,2002,Biomineralization of the Spicules of Sea Urchin Embryos,"The formation of calcareous skeletal elements by various echinoderms, especially sea urchins, offers a splendid opportunity to learn more about some processes involved in the formation of biominerals. The spicules of larvae of euechinoids have been the focus of considerable work, including their developmental origins. The spicules are composed of a single optical crystal of high magnesium calcite and variable amounts of amorphous calcium carbonate. Occluded within the spicule is a proteinaceous matrix, most of which is soluble; this matrix constitutes about 0.1% of the mass. The spicules are also enclosed by an extracellular matrix and are almost completely surrounded by cytoplasmic cords. The spicules are deposited by primary mesenchyme cells (PMCs), which accumulate calcium and secrete calcium carbonate. A number of proteins specific, or highly enriched, in PMCs, have been cloned and studied. Recent work supports the hypothesis that proteins found in the extracellular matrix of the spicule are important for biomineralization.",https://doi.org/10.2108/zsj.19.253,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,romero2013,10.3354/dao02701,Romero,2013,"Occurrence, seasonality and infectivity of Vibrio strains in natural populations of mussels Mytilus galloprovincialis","Widespread and large-scale mortalities of bivalve molluscs significantly affect their production. A number of pathogens have been identified as the primary causes of death in oysters or clams, especially bacteria of the genus Vibrio. We evaluated the occurrence, seasonality and infectivity of Vibrio strains associated with natural mussel (Mytilus galloprovincialis) populations. In particular, different isolates of V. splendidus and V. aestuarianus were analysed because they were associated with major oyster mortalities in areas where mussels are cultured without presenting mortalities. The presence of both Vibrio spp. was analysed bimonthly in mussels, water, sediment, plankton and other associated fauna from 2 sites in Galicia (NW Spain), the region with the highest mussel production in Europe. Environmental factors were also considered. The pathogenicity of different Vibrio isolates was analysed by performing experimental infections in mussels with strains isolated from the field. Results showed that Vibrio populations were mainly influenced by changes in water temperature and salinity. V. splendidus was dominant during the warm months and V. aestuarianus was predominant througho",https://doi.org/10.3354/dao02701,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,cinner2009,10.1016/j.cub.2008.11.055,Cinner,2009,Linking Social and Ecological Systems to Sustain Coral Reef Fisheries,,https://doi.org/10.1016/j.cub.2008.11.055,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,jacquin2019,10.3389/fmicb.2019.00865,Jacquin,2019,Microbial Ecotoxicology of Marine Plastic Debris: A Review on Colonization and Biodegradation by the “Plastisphere”,"Over the last decades, it has become clear that plastic pollution presents a global societal and environmental challenge given its increasing presence in the oceans. A growing literature has focused on the microbial life growing on the surfaces of these pollutants called the ""plastisphere,"" but the general concepts of microbial ecotoxicology have only rarely been integrated. Microbial ecotoxicology deals with (i) the impact of pollutants on microbial communities and inversely (ii) how much microbes can influence their biodegradation. The goal of this review is to enlighten the growing literature of the last 15 years on microbial ecotoxicology related to plastic pollution in the oceans. First, we focus on the impact of plastic on marine microbial life and on the various functions it ensures in the ecosystems. In this part, we also discuss the driving factors influencing biofilm development on plastic surfaces and the potential role of plastic debris as vector for dispersal of harmful pathogen species. Second, we give a critical view of the extent to which marine microorganisms can participate in the decomposition of plastic in the oceans and of the relevance of current standard test",https://doi.org/10.3389/fmicb.2019.00865,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,zhao2012,10.1371/journal.pone.0046244,Zhao,2012,Transcriptomic Responses to Salinity Stress in the Pacific Oyster Crassostrea gigas,"BACKGROUND: Low salinity is one of the main factors limiting the distribution and survival of marine species. As a euryhaline species, the Pacific oyster Crassostrea gigas is considered to be tolerant to relative low salinity. The genes that regulate C. gigas responses to osmotic stress were monitored using the next-generation sequencing of whole transcriptome with samples taken from gills. By RNAseq technology, transcript catalogs of up- and down-regulated genes were generated from the oysters exposed to low and optimal salinity seawater. METHODOLOGY/PRINCIPAL FINDINGS: Through Illumina sequencing, we reported 1665 up-regulated transcripts and 1815 down-regulated transcripts. A total of 45771 protein-coding contigs were identified from two groups based on sequence similarities with known proteins. As determined by GO annotation and KEGG pathway mapping, functional annotation of the genes recovered diverse biological functions and processes. The genes that changed expression significantly were highly represented in cellular process and regulation of biological process, intracellular and cell, binding and protein binding according to GO annotation. The results highlighted genes rela",https://doi.org/10.1371/journal.pone.0046244,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,ardyna2020,10.1038/s41558-020-0905-y,Ardyna,2020,Phytoplankton dynamics in a changing Arctic Ocean,"Changes in the Arctic atmosphere, cryosphere and Ocean are drastically altering the dynamics of phytoplankton, the base of marine ecosystems. This Review addresses four major complementary questions of ongoing Arctic Ocean changes and associated impacts on phytoplankton productivity, phenology and assemblage composition. We highlight trends in primary production over the last two decades while considering how multiple environmental drivers shape Arctic biogeography. Further, we consider changes to Arctic phenology by borealization and hidden under-ice blooms, and how the diversity of phytoplankton assemblages might evolve in a novel Arctic ‘biogeochemical landscape’. It is critical to understand these aspects of changing Arctic phytoplankton dynamics as they exert pressure on marine Arctic ecosystems in addition to direct effects from rapid environmental changes. Ongoing Arctic changes are impacting phytoplankton. This Review considers recent primary productivity trends and the environmental drivers, as well as how these are changing, that drive phytoplankton diversity in the region.",https://doi.org/10.1038/s41558-020-0905-y,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,blondeaupatissier2014,10.1016/j.pocean.2013.12.008,Blondeau‐Patissier,2014,"A review of ocean color remote sensing methods and statistical techniques for the detection, mapping and analysis of phytoplankton blooms in coastal and open oceans","The need for more effective environmental monitoring of the open and coastal ocean has recently led to notable advances in satellite ocean color technology and algorithm research. Satellite ocean color sensors’ data are widely used for the detection, mapping and monitoring of phytoplankton blooms because earth observation provides a synoptic view of the ocean, both spatially and temporally. Algal blooms are indicators of marine ecosystem health; thus, their monitoring is a key component of effective management of coastal and oceanic resources. Since the late 1970s, a wide variety of operational ocean color satellite sensors and algorithms have been developed. The comprehensive review presented in this article captures the details of the progress and discusses the advantages and limitations of the algorithms used with the multi-spectral ocean color sensors CZCS, SeaWiFS, MODIS and MERIS. Present challenges include overcoming the severe limitation of these algorithms in coastal waters and refining detection limits in various oceanic and coastal environments. To understand the spatio-temporal patterns of algal blooms and their triggering factors, it is essential to consider the possib",https://doi.org/10.1016/j.pocean.2013.12.008,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,buehler1968,10.1016/0029-8018(68)90019-x,Buehler,1968,A summary of recent research on the nitinol alloys and their potential application in ocean engineering,,https://doi.org/10.1016/0029-8018(68)90019-x,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,blanco2018,10.3390/toxins10110453,Blanco,2018,Accumulation of Dinophysis Toxins in Bivalve Molluscs,"produce toxins that accumulate in bivalves when they feed on populations of these organisms. The accumulated toxins can lead to intoxication in consumers of the affected bivalves. The risk of intoxication depends on the amount and toxic power of accumulated toxins. In this review, current knowledge on the main processes involved in toxin accumulation were compiled, including the mechanisms and regulation of toxin acquisition, digestion, biotransformation, compartmentalization, and toxin depuration. Finally, accumulation kinetics, some models to describe it, and some implications were also considered.",https://doi.org/10.3390/toxins10110453,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,pik1967,10.2307/1539879,Pikó,1967,"AMOUNT, LOCATION, PRIMING CAPACITY, CIRCULARITY AND OTHER PROPERTIES OF CYTOPLASMIC DNA IN SEA URCHIN EGGS","1. Values of 8.26 ± 0.30 pg. (9.5 χ haploid amount) for Lytechinus pictus and 3.30 ± 0.25 pg. (4.3 χ haploid amount) for Strongylocentrotus purpuratus have been obtained for the DNA content per egg of these sea urchins. The methods involved repeated CsCl-buoyant density centrifugations, digestion of interfering polysaccharide, and monitoring of the procedures with added radioactively labeled DNA. The final determinations were made on material characterized by several criteria as highly purified. 2. Mitochondrial (M) and yolk (Y) fractions of differentially centrifuged homogenates of L. pictus eggs contain the bulk of the cytoplasmic DNA. It is uncertain to what extent the smaller variable amount (11.5 to 26.5%) found in the supernatant may be derived from breakdown of M- and Y-particles. 3. For distribution between M- and Y-fractions the best present value is considered to be about 3:1. Since yolk spherules are approximately one-third as numerous as mitochondria, the amount of DNA is estimated to be the same per particle, namely, 2.3 χ 10-17 grams. 4. Evidence is presented that the cytoplasmic DNA of eggs of L. pictus and S. purpuratus can serve as primer in a DNA-dependent RNA-syn",https://doi.org/10.2307/1539879,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,griffiths2017,10.1111/gcb.13642,Griffiths,2017,The importance of benthic–pelagic coupling for marine ecosystem functioning in a changing world,"Benthic-pelagic coupling is manifested as the exchange of energy, mass, or nutrients between benthic and pelagic habitats. It plays a prominent role in aquatic ecosystems, and it is crucial to functions from nutrient cycling to energy transfer in food webs. Coastal and estuarine ecosystem structure and function are strongly affected by anthropogenic pressures; however, there are large gaps in our understanding of the responses of inorganic nutrient and organic matter fluxes between benthic habitats and the water column. We illustrate the varied nature of physical and biological benthic-pelagic coupling processes and their potential sensitivity to three anthropogenic pressures - climate change, nutrient loading, and fishing - using the Baltic Sea as a case study and summarize current knowledge on the exchange of inorganic nutrients and organic material between habitats. Traditionally measured benthic-pelagic coupling processes (e.g., nutrient exchange and sedimentation of organic material) are to some extent quantifiable, but the magnitude and variability of biological processes are rarely assessed, preventing quantitative comparisons. Changing oxygen conditions will continue to hav",https://doi.org/10.1111/gcb.13642,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,pederson2006,10.1016/j.jembe.2006.04.010,Pederson,2006,Predation of the sea urchin Heliocidaris erythrogramma by rock lobsters (Jasus edwardsii) in no-take marine reserves,,https://doi.org/10.1016/j.jembe.2006.04.010,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,wilson2006,10.1111/j.1365-2486.2006.01252.x,Wilson,2006,Multiple disturbances and the global degradation of coral reefs: are reef fishes at risk or resilient?,"Abstract Increased frequency of disturbances and anthropogenic activities are predicted to have a devastating impact on coral reefs that will ultimately change the composition of reef associated fish communities. We reviewed and analysed studies that document the effects of disturbance‐mediated coral loss on coral reef fishes. Meta‐analysis of 17 independent studies revealed that 62% of fish species declined in abundance within 3 years of disturbances that resulted in &gt;10% decline in coral cover. Abundances of species reliant on live coral for food and shelter consistently declined during this time frame, while abundance of some species that feed on invertebrates, algae and/or detritus increased. The response of species, particularly those expected to benefit from the immediate loss of coral, is, however, variable and is attributed to erratic replenishment of stocks, ecological versatility of species and sublethal responses, such as changes in growth, body condition and feeding rates. The diversity of fish communities was found to be negatively and linearly correlated to disturbance‐mediated coral loss. Coral loss &gt;20% typically resulted in a decline in species richness of fi",https://doi.org/10.1111/j.1365-2486.2006.01252.x,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,boyd2018,10.1111/gcb.14102,Boyd,2018,Experimental strategies to assess the biological ramifications of multiple drivers of global ocean change—A review,"Marine life is controlled by multiple physical and chemical drivers and by diverse ecological processes. Many of these oceanic properties are being altered by climate change and other anthropogenic pressures. Hence, identifying the influences of multifaceted ocean change, from local to global scales, is a complex task. To guide policy-making and make projections of the future of the marine biosphere, it is essential to understand biological responses at physiological, evolutionary and ecological levels. Here, we contrast and compare different approaches to multiple driver experiments that aim to elucidate biological responses to a complex matrix of ocean global change. We present the benefits and the challenges of each approach with a focus on marine research, and guidelines to navigate through these different categories to help identify strategies that might best address research questions in fundamental physiology, experimental evolutionary biology and community ecology. Our review reveals that the field of multiple driver research is being pulled in complementary directions: the need for reductionist approaches to obtain process-oriented, mechanistic understanding and a requirem",https://doi.org/10.1111/gcb.14102,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
