record_key,doi,first_author,year,title,source,decision,exclude_reason,maps_to_study_key,screened_by,notes
nilsson2004,10.1242/jeb.00979,Nilsson,2004,Hypoxic survival strategies in two fishes: extreme anoxia tolerance in the North European crucian carp and natural hypoxic preconditioning in a coral-reef shark,openalex,exclude,not-priming,,human-review,comparative physiology of natural hypoxia strategies; not a deliberate conditioning experiment
winther2020,10.1038/s41559-020-1259-6,Winther,2020,Integrated ocean management for a sustainable ocean economy,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
coles2018,10.7717/peerj.5347,Coles,2018,Evidence of acclimatization or adaptation in Hawaiian corals to higher ocean temperatures,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
micheli2012,10.1371/journal.pone.0040832,Micheli,2012,Evidence That Marine Reserves Enhance Resilience to Climatic Impacts,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
ainsworth2015,10.1038/ismej.2015.39,Ainsworth,2015,The coral core microbiome identifies rare bacterial taxa as ubiquitous endosymbionts,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
gittman2016,10.1890/14-0716,Gittman,2016,Living shorelines can enhance the nursery role of threatened estuarine habitats,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
chambers2006,10.1016/j.surfcoat.2006.08.129,Chambers,2006,Modern approaches to marine antifouling coatings,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
nishida2006,10.1186/1746-4269-2-1,Nishida,2006,"The lunar-tide cycle viewed by crustacean and mollusc gatherers in the State of Paraíba, Northeast Brazil and their influence in collection attitudes",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
jin1997,10.1175/1520-0469(1997)054<0811:aeorpf>2.0.co;2,Jin,1997,An Equatorial Ocean Recharge Paradigm for ENSO. Part I: Conceptual Model,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
ferrari2012,10.1371/journal.pone.0031478,Ferrari,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
mao2018,10.1007/978-3-319-96776-9_4,Mao,2018,Bivalve Production in China,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
foo2012,10.1371/journal.pone.0042497,Foo,2012,Adaptive Capacity of the Habitat Modifying Sea Urchin Centrostephanus rodgersii to Ocean Warming and Ocean Acidification: Performance of Early Embryos,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
leray2013,10.1186/1742-9994-10-34,Leray,2013,A new versatile primer set targeting a short fragment of the mitochondrial COI region for metabarcoding metazoan diversity: application for characterizing coral reef fish gut contents,openalex,exclude,not-priming,,auto-screen,false-positive priming language
clark2019,10.1038/s41598-018-37255-6,Clark,2019,Molecular mechanisms underpinning transgenerational plasticity in the green sea urchin Psammechinus miliaris,openalex,include,,clark2019,auto-screen,auto: strong priming/TGP title + marine + experimental cues
guidetti2007,10.3354/meps335043,Guidetti,2007,Community-wide effects of marine reserves in the Mediterranean Sea,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
showman1979,10.1016/0014-4827(79)90385-9,Showman,1979,Removal of the fertilization membrane of sea urchin embryos employing aminotriazole,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
mcclelland2011,10.1007/s12237-010-9357-3,McClelland,2011,The Arctic Ocean Estuary,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
bryant1998,NR,Bryant,1998,Reefs at Risk: A Map-Based Indicator of Threats to the World's Coral Reefs,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
gazeau2010,10.5194/bg-7-2051-2010,Gazeau,2010,Effect of ocean acidification on the early life stages of the blue mussel <i>Mytilus edulis</i>,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
stuiver1993,10.1017/s0033822200013874,Stuiver,1993,"Modeling Atmospheric <sup>14</sup>C Influences and <sup>14</sup>C Ages of Marine Samples to 10,000 BC",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
mcdowell1999,10.4319/lo.1999.44.3_part_2.0903,McDowell,1999,"Variability in responses to nutrients and trace elements, and transmission of stressor effects through an estuarine food web",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
liu2018,10.3389/fphys.2018.01456,Liu,2018,The Neuroendocrine-Immune Regulation in Response to Environmental Stress in Marine Bivalves,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
jrgensen1996,10.3354/meps142287,Jørgensen,1996,Bivalve filter feeding revisited,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
lafont2018,10.1016/j.dci.2018.09.022,Lafont,2018,Transgenerational plasticity and antiviral immunity in the Pacific oyster (Crassostrea gigas) against Ostreid herpesvirus 1 (OsHV-1),openalex,include,,lafont2018,human-review,Pacific oyster antiviral TGP / immune priming against OsHV-1
rowan2004,10.1038/430742a,Rowan,2004,Thermal adaptation in reef coral symbionts,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
arnold2012,10.1371/journal.pone.0035107,Arnold,2012,Ocean Acidification and the Loss of Phenolic Substances in Marine Plants,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
blaber2000,10.1006/jmsc.2000.0723,Blaber,2000,Effects of fishing on the structure and functioning of estuarine and nearshore ecosystems,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
galgani2013,10.1093/icesjms/fst122,Galgani,2013,Marine litter within the European Marine Strategy Framework Directive,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
smee2006,10.1890/0012-9658(2006)87[1587:cuefdt]2.0.co;2,Smee,2006,CLAMMING UP: ENVIRONMENTAL FORCES DIMINISH THE PERCEPTIVE ABILITY OF BIVALVE PREY,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
putnam2016,10.1111/eva.12408,Putnam,2016,Ocean acidification influences host <scp>DNA</scp> methylation and phenotypic plasticity in environmentally susceptible corals,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
capolupo2019,10.1016/j.watres.2019.115270,Capolupo,2019,Chemical composition and ecotoxicity of plastic and car tire rubber leachates to aquatic organisms,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
voolstra2021,10.1038/s43017-021-00214-3,Voolstra,2021,Extending the natural adaptive capacity of coral holobionts,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
coxall2005,10.1038/nature03135,Coxall,2005,Rapid stepwise onset of Antarctic glaciation and deeper calcite compensation in the Pacific Ocean,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
cloern2009,10.1007/s12237-009-9195-3,Cloern,2009,Patterns and Scales of Phytoplankton Variability in Estuarine–Coastal Ecosystems,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
torres2002,10.1016/s0025-326x(02)00142-x,Torres,2002,"Oxidative stress in the mussel Mytella guyanensis from polluted mangroves on Santa Catarina Island, Brazil",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
long2013,10.1371/journal.pone.0060959,Long,2013,"Effects of Ocean Acidification on Juvenile Red King Crab (Paralithodes camtschaticus) and Tanner Crab (Chionoecetes bairdi) Growth, Condition, Calcification, and Survival",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
ferron1994,10.1016/s0065-2881(08)60064-4,Ferron,1994,An Appraisal of Condition Measures for Marine Fish Larvae,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
heron2016,10.1038/srep38402,Heron,2016,Warming Trends and Bleaching Stress of the World’s Coral Reefs 1985–2012,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
allen2022,10.1038/s43017-022-00292-x,Allen,2022,Microplastics and nanoplastics in the marine-atmosphere environment,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
neitsch2011,NR,Neitsch,2011,Soil and Water Assessment Tool Theoretical Documentation Version 2009,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
ramrezllodra2010,10.5194/bg-7-2851-2010,Ramírez-Llodra,2010,"Deep, diverse and definitely different: unique attributes of the world's largest ecosystem",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
lawrence1982,10.2307/1352213,Lawrence,1982,The Determination and Use of Condition Index of Oysters,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
krishnakumar2018,10.5772/intechopen.76938,Krishnakumar,2018,Biomonitoring of Trace Metals in the Coastal Waters Using Bivalve Molluscs,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
pealoza2021,10.1093/gigascience/giab020,Peñaloza,2021,A chromosome-level genome assembly for the Pacific oyster <i>Crassostrea gigas</i>,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
clennell1999,10.1029/1999jb900175,Clennell,1999,Formation of natural gas hydrates in marine sediments: 1. Conceptual model of gas hydrate growth conditioned by host sediment properties,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
gupta2020,10.1038/s41598-020-75445-3,Gupta,2020,Drivers and impacts of the most extreme marine heatwave events,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
davis1958,10.2307/1538986,Davis,1958,SURVIVAL AND GROWTH OF CLAM AND OYSTER LARVAE AT DIFFERENT SALINITIES,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
kamenos2004,10.3354/meps274183,Kamenos,2004,Nursery-area function of maerl grounds for juvenile queen scallops Aequipecten opercularis and other invertebrates,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
borja2010,10.1007/s12237-010-9347-5,Borja,2010,"Medium- and Long-term Recovery of Estuarine and Coastal Ecosystems: Patterns, Rates and Restoration Effectiveness",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
cornwall2021,10.1073/pnas.2015265118,Cornwall,2021,Global declines in coral reef calcium carbonate production under ocean acidification and warming,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
bianchi2017,10.1016/j.orggeochem.2017.09.008,Bianchi,2017,Centers of organic carbon burial and oxidation at the land-ocean interface,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
hughes1999,10.4319/lo.1999.44.3_part_2.0932,Hughes,1999,Multiple stressors on coral reefs: A long ‐term perspective,openalex,exclude,review,,auto-screen,title indicates review/perspective
chapman1985,10.1175/1520-0485(1985)015<1060:ntocso>2.0.co;2,Chapman,1985,Numerical Treatment of Cross-Shelf Open Boundaries in a Barotropic Coastal Ocean Model,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
mollica2018,10.1073/pnas.1712806115,Mollica,2018,Ocean acidification affects coral growth by reducing skeletal density,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
wisshak2012,10.1371/journal.pone.0045124,Wisshak,2012,Ocean Acidification Accelerates Reef Bioerosion,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
dafforn2009,10.1111/j.1472-4642.2009.00587.x,Dafforn,2009,Links between estuarine condition and spatial distributions of marine invaders,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
decarlo2019,10.1098/rspb.2019.0235,DeCarlo,2019,Acclimatization of massive reef-building corals to consecutive heatwaves,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
sanders2018,10.3389/fmars.2018.00352,Sanders,2018,High Calcification Costs Limit Mussel Growth at Low Salinity,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
cai2009,10.1029/2009gl039902,Cai,2009,Positive Indian Ocean Dipole events precondition southeast Australia bushfires,openalex,exclude,not-marine,,auto-screen,priming language but not marine taxon
serreze2006,10.1007/s10584-005-9017-y,Serreze,2006,The Arctic Amplification Debate,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
kelly2012,10.1111/j.1365-2435.2012.02061.x,Kelly,2012,Adaptation and the physiology of ocean acidification,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
barthelat2006,10.1016/j.jmps.2006.07.007,Barthelat,2006,On the mechanics of mother-of-pearl: A key feature in the material hierarchical structure,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
canesi2013,10.1016/j.aquatox.2013.11.002,Canesi,2013,"Interactive effects of n-TiO2 and 2,3,7,8-TCDD on the marine bivalve Mytilus galloprovincialis",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
downs2015,10.1007/s00244-015-0227-7,Downs,2015,"Toxicopathological Effects of the Sunscreen UV Filter, Oxybenzone (Benzophenone-3), on Coral Planulae and Cultured Primary Cells and Its Environmental Contamination in Hawaii and the U.S. Virgin Islands",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
munday2012,10.1242/jeb.074765,Munday,2012,Impact of global warming and rising CO2 levels on coral reef fishes: what hope for the future?,openalex,exclude,review,,human-review,synthesis/outlook on reef fish under warming+CO2
xie2008,10.1175/2008jcli2544.1,Xie,2008,Indian Ocean Capacitor Effect on Indo–Western Pacific Climate during the Summer following El Niño,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
tierney2015,10.1002/2014pa002717,Tierney,2015,Tropical sea surface temperatures for the past four centuries reconstructed from coral archives,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
carr2003,10.1890/1051-0761(2003)013[0090:cmatei]2.0.co;2,Carr,2003,COMPARING MARINE AND TERRESTRIAL ECOSYSTEMS: IMPLICATIONS FOR THE DESIGN OF COASTAL MARINE RESERVES,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
smith1992,10.1016/0167-2789(92)90225-c,Smith,1992,Parallel ocean general circulation modeling,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
willis2017,10.1038/srep44479,Willis,2017,"Differentiating littering, urban runoff and marine transport as sources of marine debris in coastal and estuarine environments",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
contam2017,10.2903/j.efsa.2017.4752,(CONTAM),2017,Risks for public health related to the presence of tetrodotoxin (TTX) and TTX analogues in marine bivalves and gastropods,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
mccook2010,10.1073/pnas.0909335107,McCook,2010,Adaptive management of the Great Barrier Reef: A globally significant demonstration of the benefits of networks of marine reserves,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
timminsschiffman2014,10.1186/1471-2164-15-951,Timmins‐Schiffman,2014,Shotgun proteomics reveals physiological response to ocean acidification in Crassostrea gigas,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
bindoff2007,NR,Bindoff,2007,Observations: Oceanic Climate Change and Sea Level,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
howard2017,10.1002/fee.1451,Howard,2017,Clarifying the role of coastal and marine systems in climate mitigation,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
andrew1993,10.2307/1939293,Andrew,1993,"Spatial Heterogeneity, Sea Urchin Grazing, and Habitat Structure on Reefs in Temperate Australia",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
griffith2019,10.1016/j.hal.2019.03.008,Griffith,2019,Harmful algal blooms: A climate change co-stressor in marine and freshwater ecosystems,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
pineda2007,10.5670/oceanog.2007.27,Pineda,2007,Larval Transport and Dispersal in the Coastal Ocean and Consequences for Population Connectivity,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
comeau2009,10.5194/bg-6-1877-2009,Comeau,2009,Impact of ocean acidification on a key Arctic pelagic mollusc ( <i>Limacina helicina</i> ),openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
biuw2007,10.1073/pnas.0701121104,Biuw,2007,Variations in behavior and condition of a Southern Ocean top predator in relation to <i>in situ</i> oceanographic conditions,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
nicolas1996,10.3354/dao027067,Nicolas,1996,Bacterial problems associated with scallop Pecten maximus larval culture,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
ford2021,10.1016/j.scitotenv.2021.150392,Ford,2021,The fundamental links between climate change and marine plastic pollution,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
talmage2011,10.1371/journal.pone.0026941,Talmage,2011,Effects of Elevated Temperature and Carbon Dioxide on the Growth and Survival of Larvae and Juveniles of Three Species of Northwest Atlantic Bivalves,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
sampaio2021,10.1038/s41559-020-01370-3,Sampaio,2021,Impacts of hypoxic events surpass those of future ocean warming and acidification,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
phillips1981,10.3354/meps006285,Phillips,1981,"A Comparative Evaluation of Oysters, Mussels and Sediments as Indicators of Trace Metals in Hong Kong Waters",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
sewell2005,10.3354/meps304133,Sewell,2005,Utilization of lipids during early development of the sea urchin Evechinus chloroticus,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
legendre1990,10.1093/plankt/12.4.681,Legendre,1990,The significance of microalgal blooms for fisheries and for the export of particulate organic carbon in oceans,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
lumpkin2007,10.1175/jpo3130.1,Lumpkin,2007,Global Ocean Meridional Overturning,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
clark2009,10.3354/meps08402,Clark,2009,"Acoustic masking in marine ecosystems: intuitions, analysis, and implication",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
theuerkauf2021,10.1111/raq.12584,Theuerkauf,2021,"Habitat value of bivalve shellfish and seaweed aquaculture for fish and invertebrates: Pathways, synthesis and next steps",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
stevens2018,10.3354/meps12725,Stevens,2018,"Interactive effects of acidification, hypoxia, and thermal stress on growth, respiration, and survival of four North Atlantic bivalves",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
sutherland2004,10.3354/meps266273,Sutherland,2004,Disease and immunity in Caribbean and Indo-Pacific zooxanthellate corals,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
oberbeckmann2019,10.1146/annurev-marine-010419-010633,Oberbeckmann,2019,"Marine Microbial Assemblages on Microplastics: Diversity, Adaptation, and Role in Degradation",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
wilt2002,10.2108/zsj.19.253,Wilt,2002,Biomineralization of the Spicules of Sea Urchin Embryos,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
romero2013,10.3354/dao02701,Romero,2013,"Occurrence, seasonality and infectivity of Vibrio strains in natural populations of mussels Mytilus galloprovincialis",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
cinner2009,10.1016/j.cub.2008.11.055,Cinner,2009,Linking Social and Ecological Systems to Sustain Coral Reef Fisheries,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
jacquin2019,10.3389/fmicb.2019.00865,Jacquin,2019,Microbial Ecotoxicology of Marine Plastic Debris: A Review on Colonization and Biodegradation by the “Plastisphere”,openalex,exclude,review,,auto-screen,title indicates review/perspective
zhao2012,10.1371/journal.pone.0046244,Zhao,2012,Transcriptomic Responses to Salinity Stress in the Pacific Oyster Crassostrea gigas,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
ardyna2020,10.1038/s41558-020-0905-y,Ardyna,2020,Phytoplankton dynamics in a changing Arctic Ocean,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
blondeaupatissier2014,10.1016/j.pocean.2013.12.008,Blondeau‐Patissier,2014,"A review of ocean color remote sensing methods and statistical techniques for the detection, mapping and analysis of phytoplankton blooms in coastal and open oceans",openalex,exclude,review,,auto-screen,title indicates review/perspective
buehler1968,10.1016/0029-8018(68)90019-x,Buehler,1968,A summary of recent research on the nitinol alloys and their potential application in ocean engineering,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
blanco2018,10.3390/toxins10110453,Blanco,2018,Accumulation of Dinophysis Toxins in Bivalve Molluscs,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
pik1967,10.2307/1539879,Pikó,1967,"AMOUNT, LOCATION, PRIMING CAPACITY, CIRCULARITY AND OTHER PROPERTIES OF CYTOPLASMIC DNA IN SEA URCHIN EGGS",openalex,exclude,not-priming,,auto-screen,false-positive priming language
griffiths2017,10.1111/gcb.13642,Griffiths,2017,The importance of benthic–pelagic coupling for marine ecosystem functioning in a changing world,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
pederson2006,10.1016/j.jembe.2006.04.010,Pederson,2006,Predation of the sea urchin Heliocidaris erythrogramma by rock lobsters (Jasus edwardsii) in no-take marine reserves,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
wilson2006,10.1111/j.1365-2486.2006.01252.x,Wilson,2006,Multiple disturbances and the global degradation of coral reefs: are reef fishes at risk or resilient?,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
boyd2018,10.1111/gcb.14102,Boyd,2018,Experimental strategies to assess the biological ramifications of multiple drivers of global ocean change—A review,openalex,exclude,review,,auto-screen,title indicates review/perspective
killworth1983,10.1029/rg021i001p00001,Killworth,1983,Deep convection in the World Ocean,openalex,exclude,not-marine,,auto-screen,priming language but not marine taxon
vereycken2022,10.1007/s10750-022-05057-7,Vereycken,2022,Bivalve molluscs as biosensors of water quality: state of the art and future directions,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
venier2011,10.1186/1471-2164-12-69,Venier,2011,Insights into the innate immunity of the Mediterranean mussel Mytilus galloprovincialis,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
donelson2016,10.1111/eva.12386,Donelson,2016,Transgenerational plasticity of reproduction depends on rate of warming across generations,openalex,include,,donelson2016,auto-screen,auto: strong priming/TGP title + marine + experimental cues
lewison2014,10.1073/pnas.1318960111,Lewison,2014,"Global patterns of marine mammal, seabird, and sea turtle bycatch reveal taxa-specific and cumulative megafauna hotspots",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
reynaud2003,10.1046/j.1365-2486.2003.00678.x,Reynaud,2003,Interacting effects of CO<sub>2</sub> partial pressure and temperature on photosynthesis and calcification in a scleractinian coral,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
barber1983,10.1126/science.222.4629.1203,Barber,1983,Biological Consequences of El Niño,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
botsford2009,10.1007/s00338-009-0466-z,Botsford,2009,Connectivity and resilience of coral reef metapopulations in marine protected areas: matching empirical efforts to predictive needs,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
griffith2018,10.1007/s12237-018-0445-0,Griffith,2018,"Differential Mortality of North Atlantic Bivalve Molluscs During Harmful Algal Blooms Caused by the Dinoflagellate, Cochlodinium (a.k.a. Margalefidinium) polykrikoides",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
dame2002,10.1201/9781003040880,Dame,2002,Ecology of Marine Bivalves,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
ricciardi1998,10.3354/meps163245,Ricciardi,1998,Weight-to-weight conversion factors for marine benthic macroinvertebrates,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
courrat2008,10.1016/j.ecss.2008.10.017,Courrat,2008,Anthropogenic disturbance on nursery function of estuarine areas for marine species,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
dinsdale2008,10.1371/journal.pone.0001584,Dinsdale,2008,Microbial Ecology of Four Coral Atolls in the Northern Line Islands,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
cole2008,10.1111/j.1467-2979.2008.00290.x,Cole,2008,Diversity and functional importance of coral‐feeding fishes on tropical coral reefs,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
yarra2016,10.1016/j.margen.2016.04.003,Yarra,2016,"Characterization of the mantle transcriptome in bivalves: Pecten maximus, Mytilus edulis and Crassostrea gigas",openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
sully2019,10.1038/s41467-019-09238-2,Sully,2019,A global analysis of coral bleaching over the past two decades,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
parker2021,10.1242/jeb.239269,Parker,2021,Transgenerational plasticity responses of oysters to ocean acidification differ with habitat,openalex,include,,parker2021,auto-screen,auto: strong priming/TGP title + marine + experimental cues
reusch1999,10.2307/3546420,Reusch,1999,Macrophyte Canopy Structure and the Success of an Invasive Marine Bivalve,openalex,exclude,not-priming,,auto-screen,no priming/TGP/carryover/parental-effect language
